vertices,celtype,loc_x,loc_y,loc_z,state,tcounter
14247.0, 1.0, 146.8, 98.8, 147.6, 5.0, 1.0
14248.0, 1.0, 75.0, 124.7, 130.8, 5.0, 1.0
14249.0, 1.0, 71.1, 23.8, 66.7, 5.0, 1.0
14250.0, 1.0, 194.7, 116.8, 146.6, 5.0, 1.0
14251.0, 1.0, 150.7, 65.8, 117.1, 5.0, 1.0
14252.0, 1.0, 185.2, 154.2, 149.5, 5.0, 1.0
14253.0, 1.0, 105.6, 53.3, 195.4, 5.0, 1.0
14254.0, 1.0, 89.3, 96.1, 112.3, 5.0, 1.0
14255.0, 1.0, 19.6, 65.2, 92.9, 5.0, 1.0
14256.0, 1.0, 153.8, 131.7, 212.8, 5.0, 1.0
14257.0, 1.0, 162.1, 75.4, 184.3, 5.0, 1.0
14258.0, 1.0, 214.4, 141.5, 136.1, 5.0, 1.0
14259.0, 1.0, 81.3, 170.1, 135.6, 5.0, 1.0
14260.0, 1.0, 72.9, 167.3, 136.3, 5.0, 1.0
14261.0, 1.0, 141.9, 89.9, 126.0, 5.0, 1.0
14262.0, 1.0, 93.6, 126.4, 219.4, 5.0, 1.0
14263.0, 1.0, 158.0, 180.4, 153.5, 5.0, 1.0
14264.0, 1.0, 76.2, 119.2, 139.3, 5.0, 1.0
14265.0, 1.0, 94.3, 176.1, 64.2, 5.0, 1.0
14266.0, 1.0, 181.6, 78.9, 127.3, 5.0, 1.0
14267.0, 1.0, 99.0, 131.3, 78.3, 5.0, 1.0
14268.0, 1.0, 104.9, 75.6, 227.4, 5.0, 1.0
14269.0, 1.0, 78.2, 8.7, 92.4, 5.0, 1.0
14270.0, 1.0, 89.2, 6.7, 78.3, 5.0, 1.0
14271.0, 1.0, 145.0, 65.2, 118.5, 5.0, 1.0
14272.0, 1.0, 107.8, 95.0, 65.8, 5.0, 1.0
14273.0, 1.0, 177.1, 93.6, 188.3, 5.0, 1.0
14274.0, 1.0, 107.1, 73.2, 197.4, 5.0, 1.0
14275.0, 1.0, 91.7, 105.9, 220.5, 5.0, 1.0
14276.0, 1.0, 200.2, 147.2, 125.8, 5.0, 1.0
14277.0, 1.0, 79.5, 151.3, 152.2, 5.0, 1.0
14278.0, 1.0, 98.3, 142.8, 58.2, 5.0, 1.0
14279.0, 1.0, 25.2, 178.0, 39.2, 5.0, 1.0
14280.0, 1.0, 24.5, 172.4, 42.1, 5.0, 1.0
14281.0, 1.0, 24.5, 183.9, 38.1, 5.0, 1.0
14282.0, 1.0, 146.8, 102.4, 136.0, 5.0, 1.0
14283.0, 1.0, 126.6, 46.3, 141.6, 5.0, 1.0
14284.0, 1.0, 116.7, 56.6, 89.7, 5.0, 1.0
14285.0, 1.0, 136.2, 64.9, 213.0, 5.0, 1.0
14286.0, 1.0, 206.8, 147.0, 139.8, 5.0, 1.0
14287.0, 1.0, 87.9, 34.1, 152.2, 5.0, 1.0
14288.0, 1.0, 91.9, 182.7, 97.9, 5.0, 1.0
14289.0, 1.0, 110.6, 146.0, 231.7, 5.0, 1.0
14290.0, 1.0, 195.2, 175.9, 93.3, 5.0, 1.0
14291.0, 1.0, 109.1, 79.0, 235.4, 5.0, 1.0
14292.0, 1.0, 133.0, 68.0, 192.5, 5.0, 1.0
14293.0, 1.0, 139.9, 76.7, 149.5, 5.0, 1.0
14294.0, 1.0, 213.1, 135.1, 52.3, 5.0, 1.0
14295.0, 1.0, 147.3, 97.6, 235.3, 5.0, 1.0
14296.0, 1.0, 73.7, 125.6, 165.9, 5.0, 1.0
14297.0, 1.0, 106.3, 104.7, 102.7, 5.0, 1.0
14298.0, 1.0, 201.7, 151.7, 121.1, 5.0, 1.0
14299.0, 1.0, 130.9, 49.6, 148.9, 5.0, 1.0
14300.0, 1.0, 180.7, 204.2, 59.9, 5.0, 1.0
14301.0, 1.0, 117.2, 69.7, 226.4, 5.0, 1.0
14302.0, 1.0, 95.2, 126.5, 80.5, 5.0, 1.0
14303.0, 1.0, 181.1, 206.7, 79.7, 5.0, 1.0
14304.0, 1.0, 200.9, 186.2, 101.2, 5.0, 1.0
14305.0, 1.0, 121.7, 58.0, 118.5, 5.0, 1.0
14306.0, 1.0, 136.4, 67.6, 153.1, 5.0, 1.0
14307.0, 1.0, 133.9, 62.9, 149.5, 5.0, 1.0
14308.0, 1.0, 202.2, 171.4, 80.1, 5.0, 1.0
14309.0, 1.0, 106.0, 108.9, 70.9, 5.0, 1.0
14310.0, 1.0, 102.9, 49.8, 158.2, 5.0, 1.0
14311.0, 1.0, 103.9, 208.2, 34.7, 5.0, 1.0
14312.0, 1.0, 83.8, 105.3, 199.4, 5.0, 1.0
14313.0, 1.0, 160.9, 82.4, 204.3, 5.0, 1.0
14314.0, 1.0, 101.4, 125.5, 85.4, 5.0, 1.0
14315.0, 1.0, 115.3, 71.9, 155.4, 5.0, 1.0
14316.0, 1.0, 182.8, 89.9, 112.5, 5.0, 1.0
14317.0, 1.0, 182.1, 92.2, 118.4, 5.0, 1.0
14318.0, 1.0, 136.1, 153.3, 213.2, 5.0, 1.0
14319.0, 1.0, 140.4, 63.2, 201.3, 5.0, 1.0
14320.0, 1.0, 170.1, 156.0, 164.8, 5.0, 1.0
14321.0, 1.0, 173.2, 162.7, 99.4, 5.0, 1.0
14322.0, 1.0, 108.8, 197.0, 124.5, 5.0, 1.0
14323.0, 1.0, 172.7, 97.6, 142.8, 5.0, 1.0
14324.0, 1.0, 126.7, 188.1, 162.7, 5.0, 1.0
14325.0, 1.0, 106.3, 37.3, 146.8, 5.0, 1.0
14326.0, 1.0, 150.7, 86.0, 163.9, 5.0, 1.0
14327.0, 1.0, 126.3, 49.0, 152.5, 5.0, 1.0
14328.0, 1.0, 125.8, 45.0, 129.6, 5.0, 1.0
14329.0, 1.0, 144.5, 75.0, 152.9, 5.0, 1.0
14330.0, 1.0, 207.3, 146.0, 96.0, 5.0, 1.0
14331.0, 1.0, 105.0, 71.3, 105.2, 5.0, 1.0
14332.0, 1.0, 88.4, 188.8, 36.1, 5.0, 1.0
14333.0, 1.0, 151.3, 192.3, 131.9, 5.0, 1.0
14334.0, 1.0, 104.7, 114.9, 63.0, 5.0, 1.0
14335.0, 1.0, 100.0, 139.1, 53.1, 5.0, 1.0
14336.0, 1.0, 180.8, 92.6, 134.1, 5.0, 1.0
14337.0, 1.0, 84.2, 124.1, 84.4, 5.0, 1.0
14338.0, 1.0, 155.6, 194.2, 105.8, 5.0, 1.0
14339.0, 1.0, 166.7, 88.6, 201.3, 5.0, 1.0
14340.0, 1.0, 203.9, 140.1, 160.3, 5.0, 1.0
14341.0, 1.0, 80.6, 162.4, 133.5, 5.0, 1.0
14342.0, 1.0, 70.9, 169.6, 110.8, 5.0, 1.0
14343.0, 1.0, 178.0, 85.3, 117.0, 5.0, 1.0
14344.0, 1.0, 99.8, 59.0, 162.2, 5.0, 1.0
14345.0, 1.0, 106.2, 62.1, 170.7, 5.0, 1.0
14346.0, 1.0, 102.4, 62.4, 156.6, 5.0, 1.0
14347.0, 1.0, 199.6, 90.4, 77.4, 5.0, 1.0
14348.0, 1.0, 199.9, 110.4, 152.7, 5.0, 1.0
14349.0, 1.0, 71.1, 142.9, 135.5, 5.0, 1.0
14350.0, 1.0, 120.0, 46.6, 95.2, 5.0, 1.0
14351.0, 1.0, 120.1, 43.3, 98.5, 5.0, 1.0
14352.0, 1.0, 165.2, 88.7, 171.8, 5.0, 1.0
14353.0, 1.0, 163.7, 82.9, 172.3, 5.0, 1.0
14354.0, 1.0, 144.0, 55.3, 126.5, 5.0, 1.0
14355.0, 1.0, 160.6, 64.3, 107.1, 5.0, 1.0
14356.0, 1.0, 160.4, 64.1, 95.1, 5.0, 1.0
14357.0, 1.0, 201.0, 118.3, 95.9, 5.0, 1.0
14358.0, 1.0, 133.7, 196.3, 142.3, 5.0, 1.0
14359.0, 1.0, 86.8, 193.0, 61.8, 5.0, 1.0
14360.0, 1.0, 105.9, 75.4, 204.7, 5.0, 1.0
14361.0, 1.0, 188.1, 114.0, 142.8, 5.0, 1.0
14362.0, 1.0, 200.0, 111.6, 67.1, 5.0, 1.0
14363.0, 1.0, 128.5, 67.3, 131.3, 5.0, 1.0
14364.0, 1.0, 71.9, 160.0, 81.5, 5.0, 1.0
14365.0, 1.0, 129.2, 61.9, 211.7, 5.0, 1.0
14366.0, 1.0, 90.8, 112.2, 137.4, 5.0, 1.0
14367.0, 1.0, 88.8, 195.1, 84.8, 5.0, 1.0
14368.0, 1.0, 92.9, 131.2, 70.9, 5.0, 1.0
14369.0, 1.0, 185.0, 92.8, 101.6, 5.0, 1.0
14370.0, 1.0, 78.8, 141.2, 161.0, 5.0, 1.0
14371.0, 1.0, 70.1, 142.2, 161.3, 5.0, 1.0
14372.0, 1.0, 156.6, 184.8, 135.1, 5.0, 1.0
14373.0, 1.0, 33.6, 147.8, 44.4, 5.0, 1.0
14374.0, 1.0, 159.8, 165.7, 127.5, 5.0, 1.0
14375.0, 1.0, 127.3, 59.2, 197.5, 5.0, 1.0
14376.0, 1.0, 40.0, 65.5, 63.1, 5.0, 1.0
14377.0, 1.0, 93.0, 169.1, 65.3, 5.0, 1.0
14378.0, 1.0, 93.4, 124.6, 49.1, 5.0, 1.0
14379.0, 1.0, 183.2, 76.1, 106.3, 5.0, 1.0
14380.0, 1.0, 69.7, 151.1, 158.0, 5.0, 1.0
14381.0, 1.0, 200.1, 95.3, 70.6, 5.0, 1.0
14382.0, 1.0, 50.2, 42.3, 66.6, 5.0, 1.0
14383.0, 1.0, 142.0, 66.7, 140.5, 5.0, 1.0
14384.0, 1.0, 206.6, 161.6, 143.4, 5.0, 1.0
14385.0, 1.0, 144.1, 144.1, 218.9, 5.0, 1.0
14386.0, 1.0, 84.0, 144.9, 121.7, 5.0, 1.0
14387.0, 1.0, 81.2, 116.0, 113.3, 5.0, 1.0
14388.0, 1.0, 144.9, 100.6, 139.2, 5.0, 1.0
14389.0, 1.0, 82.6, 160.0, 122.7, 5.0, 1.0
14390.0, 1.0, 86.7, 133.2, 100.8, 5.0, 1.0
14391.0, 1.0, 128.0, 68.9, 197.4, 5.0, 1.0
14392.0, 1.0, 114.6, 57.7, 73.3, 5.0, 1.0
14393.0, 1.0, 107.4, 213.7, 103.0, 5.0, 1.0
14394.0, 1.0, 182.4, 176.6, 110.5, 5.0, 1.0
14395.0, 1.0, 188.6, 180.2, 108.6, 5.0, 1.0
14396.0, 1.0, 23.6, 62.1, 87.1, 5.0, 1.0
14397.0, 1.0, 105.6, 53.8, 152.8, 5.0, 1.0
14398.0, 1.0, 94.4, 89.1, 112.0, 5.0, 1.0
14399.0, 1.0, 206.6, 181.2, 93.2, 5.0, 1.0
14400.0, 1.0, 198.9, 90.0, 112.9, 5.0, 1.0
14401.0, 1.0, 85.0, 139.2, 193.9, 5.0, 1.0
14402.0, 1.0, 205.9, 146.8, 158.0, 5.0, 1.0
14403.0, 1.0, 74.9, 156.1, 75.1, 5.0, 1.0
14404.0, 1.0, 102.3, 116.6, 96.1, 5.0, 1.0
14405.0, 1.0, 109.3, 55.9, 120.8, 5.0, 1.0
14406.0, 1.0, 35.7, 184.4, 29.9, 5.0, 1.0
14407.0, 1.0, 106.0, 39.7, 157.4, 5.0, 1.0
14408.0, 1.0, 109.2, 40.1, 154.9, 5.0, 1.0
14409.0, 1.0, 166.9, 153.5, 183.3, 5.0, 1.0
14410.0, 1.0, 135.9, 70.2, 161.4, 5.0, 1.0
14411.0, 1.0, 67.1, 158.8, 121.3, 5.0, 1.0
14412.0, 1.0, 94.5, 150.2, 34.8, 5.0, 1.0
14413.0, 1.0, 168.8, 207.1, 101.7, 5.0, 1.0
14414.0, 1.0, 95.6, 186.4, 125.4, 5.0, 1.0
14415.0, 1.0, 96.7, 103.2, 75.4, 5.0, 1.0
14416.0, 1.0, 203.0, 182.0, 61.8, 5.0, 1.0
14417.0, 1.0, 95.3, 186.9, 131.9, 5.0, 1.0
14418.0, 1.0, 173.4, 162.9, 139.1, 5.0, 1.0
14419.0, 1.0, 218.2, 120.6, 76.2, 5.0, 1.0
14420.0, 1.0, 31.0, 65.7, 70.4, 5.0, 1.0
14421.0, 1.0, 165.0, 97.6, 130.2, 5.0, 1.0
14422.0, 1.0, 90.3, 144.3, 45.5, 5.0, 1.0
14423.0, 1.0, 187.7, 95.9, 93.3, 5.0, 1.0
14424.0, 1.0, 74.9, 10.4, 75.9, 5.0, 1.0
14425.0, 1.0, 196.7, 120.8, 131.7, 5.0, 1.0
14426.0, 1.0, 100.1, 102.0, 122.4, 5.0, 1.0
14427.0, 1.0, 206.2, 143.8, 147.5, 5.0, 1.0
14428.0, 1.0, 220.0, 137.4, 72.8, 5.0, 1.0
14429.0, 1.0, 78.8, 141.7, 148.8, 5.0, 1.0
14430.0, 1.0, 16.8, 76.4, 120.7, 5.0, 1.0
14431.0, 1.0, 169.4, 83.1, 155.1, 5.0, 1.0
14432.0, 1.0, 103.1, 194.7, 135.4, 5.0, 1.0
14433.0, 1.0, 118.2, 38.1, 116.6, 5.0, 1.0
14434.0, 1.0, 194.8, 104.2, 157.3, 5.0, 1.0
14435.0, 1.0, 98.8, 105.8, 239.9, 5.0, 1.0
14436.0, 1.0, 81.0, 31.8, 146.9, 5.0, 1.0
14437.0, 1.0, 144.4, 65.1, 134.4, 5.0, 1.0
14438.0, 1.0, 82.4, 169.4, 130.0, 5.0, 1.0
14439.0, 1.0, 145.4, 201.7, 109.2, 5.0, 1.0
14440.0, 1.0, 103.0, 146.0, 228.0, 5.0, 1.0
14441.0, 1.0, 150.9, 85.1, 172.1, 5.0, 1.0
14442.0, 1.0, 132.4, 57.0, 117.1, 5.0, 1.0
14443.0, 1.0, 193.7, 145.0, 139.9, 5.0, 1.0
14444.0, 1.0, 219.2, 146.3, 116.1, 5.0, 1.0
14445.0, 1.0, 108.3, 128.4, 36.4, 5.0, 1.0
14446.0, 1.0, 90.9, 30.9, 140.4, 5.0, 1.0
14447.0, 1.0, 91.0, 28.8, 135.2, 5.0, 1.0
14448.0, 1.0, 89.8, 26.4, 130.1, 5.0, 1.0
14449.0, 1.0, 176.5, 194.1, 88.7, 5.0, 1.0
14450.0, 1.0, 110.7, 77.0, 152.1, 5.0, 1.0
14451.0, 1.0, 186.4, 198.8, 97.9, 5.0, 1.0
14452.0, 1.0, 102.8, 196.2, 87.8, 5.0, 1.0
14453.0, 1.0, 72.9, 148.7, 181.4, 5.0, 1.0
14454.0, 1.0, 96.0, 111.0, 67.6, 5.0, 1.0
14455.0, 1.0, 150.0, 88.5, 137.5, 5.0, 1.0
14456.0, 1.0, 87.4, 32.5, 145.8, 5.0, 1.0
14457.0, 1.0, 135.3, 66.9, 135.5, 5.0, 1.0
14458.0, 1.0, 187.8, 85.0, 132.7, 5.0, 1.0
14459.0, 1.0, 85.3, 121.0, 144.1, 5.0, 1.0
14460.0, 1.0, 209.5, 151.1, 83.8, 5.0, 1.0
14461.0, 1.0, 154.5, 70.0, 181.2, 5.0, 1.0
14462.0, 1.0, 107.4, 59.1, 204.6, 5.0, 1.0
14463.0, 1.0, 130.6, 58.4, 191.4, 5.0, 1.0
14464.0, 1.0, 198.9, 129.7, 140.9, 5.0, 1.0
14465.0, 1.0, 130.3, 130.7, 237.8, 5.0, 1.0
14466.0, 1.0, 143.5, 74.4, 206.4, 5.0, 1.0
14467.0, 1.0, 116.2, 149.1, 226.6, 5.0, 1.0
14468.0, 1.0, 154.7, 94.2, 173.8, 5.0, 1.0
14469.0, 1.0, 86.5, 131.2, 208.2, 5.0, 1.0
14470.0, 1.0, 102.7, 20.4, 71.9, 5.0, 1.0
14471.0, 1.0, 103.3, 21.1, 74.0, 5.0, 1.0
14472.0, 1.0, 204.5, 180.2, 115.3, 5.0, 1.0
14473.0, 1.0, 70.7, 146.1, 174.2, 5.0, 1.0
14474.0, 1.0, 86.7, 160.5, 42.7, 5.0, 1.0
14475.0, 1.0, 120.3, 52.3, 169.7, 5.0, 1.0
14476.0, 1.0, 66.6, 26.6, 66.5, 5.0, 1.0
14477.0, 1.0, 98.3, 146.5, 32.9, 5.0, 1.0
14478.0, 1.0, 176.4, 101.7, 197.9, 5.0, 1.0
14479.0, 1.0, 100.6, 111.8, 104.4, 5.0, 1.0
14480.0, 1.0, 127.8, 72.1, 232.6, 5.0, 1.0
14481.0, 1.0, 99.9, 79.3, 110.5, 5.0, 1.0
14482.0, 1.0, 129.9, 209.3, 78.6, 5.0, 1.0
14483.0, 1.0, 92.8, 39.4, 167.0, 5.0, 1.0
14484.0, 1.0, 213.9, 110.7, 70.4, 5.0, 1.0
14485.0, 1.0, 113.4, 47.6, 129.2, 5.0, 1.0
14486.0, 1.0, 85.5, 171.3, 153.2, 5.0, 1.0
14487.0, 1.0, 158.2, 96.7, 131.8, 5.0, 1.0
14488.0, 1.0, 207.9, 102.9, 120.6, 5.0, 1.0
14489.0, 1.0, 157.4, 64.6, 75.7, 5.0, 1.0
14490.0, 1.0, 75.1, 178.2, 118.6, 5.0, 1.0
14491.0, 1.0, 135.8, 66.2, 112.3, 5.0, 1.0
14492.0, 1.0, 191.3, 196.7, 84.5, 5.0, 1.0
14493.0, 1.0, 155.3, 112.3, 230.0, 5.0, 1.0
14494.0, 1.0, 94.9, 90.9, 171.8, 5.0, 1.0
14495.0, 1.0, 112.0, 212.0, 32.2, 5.0, 1.0
14496.0, 1.0, 190.0, 103.4, 170.5, 5.0, 1.0
14497.0, 1.0, 114.5, 32.6, 111.3, 5.0, 1.0
14498.0, 1.0, 148.4, 79.4, 208.5, 5.0, 1.0
14499.0, 1.0, 95.8, 97.2, 227.1, 5.0, 1.0
14500.0, 1.0, 128.9, 61.5, 137.7, 5.0, 1.0
14501.0, 1.0, 111.3, 217.7, 86.3, 5.0, 1.0
14502.0, 1.0, 101.8, 122.1, 65.0, 5.0, 1.0
14503.0, 1.0, 74.2, 177.9, 110.5, 5.0, 1.0
14504.0, 1.0, 138.6, 61.4, 77.5, 5.0, 1.0
14505.0, 1.0, 128.8, 67.4, 76.0, 5.0, 1.0
14506.0, 1.0, 89.7, 112.9, 217.2, 5.0, 1.0
14507.0, 1.0, 118.3, 63.6, 126.5, 5.0, 1.0
14508.0, 1.0, 145.5, 90.2, 154.4, 5.0, 1.0
14509.0, 1.0, 142.0, 84.7, 154.5, 5.0, 1.0
14510.0, 1.0, 121.1, 68.7, 199.5, 5.0, 1.0
14511.0, 1.0, 155.7, 171.3, 172.9, 5.0, 1.0
14512.0, 1.0, 210.4, 138.0, 147.5, 5.0, 1.0
14513.0, 1.0, 101.5, 129.3, 65.1, 5.0, 1.0
14514.0, 1.0, 141.9, 75.3, 164.7, 5.0, 1.0
14515.0, 1.0, 71.6, 11.5, 77.2, 5.0, 1.0
14516.0, 1.0, 90.6, 122.7, 99.3, 5.0, 1.0
14517.0, 1.0, 109.1, 66.7, 219.4, 5.0, 1.0
14518.0, 1.0, 91.8, 146.6, 89.9, 5.0, 1.0
14519.0, 1.0, 85.0, 134.1, 200.5, 5.0, 1.0
14520.0, 1.0, 134.9, 85.3, 243.4, 5.0, 1.0
14521.0, 1.0, 141.0, 84.9, 149.6, 5.0, 1.0
14522.0, 1.0, 85.5, 178.2, 71.7, 5.0, 1.0
14523.0, 1.0, 83.7, 153.9, 56.7, 5.0, 1.0
14524.0, 1.0, 194.5, 137.5, 141.8, 5.0, 1.0
14525.0, 1.0, 98.1, 36.3, 151.1, 5.0, 1.0
14526.0, 1.0, 139.1, 76.0, 226.2, 5.0, 1.0
14527.0, 1.0, 185.1, 169.9, 164.7, 5.0, 1.0
14528.0, 1.0, 108.0, 133.7, 240.1, 5.0, 1.0
14529.0, 1.0, 84.4, 87.5, 183.6, 5.0, 1.0
14530.0, 1.0, 139.0, 53.2, 95.6, 5.0, 1.0
14531.0, 1.0, 82.2, 9.7, 103.1, 5.0, 1.0
14532.0, 1.0, 134.1, 58.1, 179.7, 5.0, 1.0
14533.0, 1.0, 116.6, 46.7, 121.7, 5.0, 1.0
14534.0, 1.0, 208.9, 115.4, 133.7, 5.0, 1.0
14535.0, 1.0, 216.6, 143.8, 130.4, 5.0, 1.0
14536.0, 1.0, 26.9, 166.1, 42.9, 5.0, 1.0
14537.0, 1.0, 112.2, 55.0, 70.7, 5.0, 1.0
14538.0, 1.0, 157.1, 198.1, 98.5, 5.0, 1.0
14539.0, 1.0, 158.8, 209.7, 103.8, 5.0, 1.0
14540.0, 1.0, 115.5, 206.5, 48.6, 5.0, 1.0
14541.0, 1.0, 76.6, 129.9, 219.6, 5.0, 1.0
14542.0, 1.0, 108.6, 47.4, 173.1, 5.0, 1.0
14543.0, 1.0, 170.8, 172.5, 135.0, 5.0, 1.0
14544.0, 1.0, 164.6, 76.2, 171.2, 5.0, 1.0
14545.0, 1.0, 141.3, 90.3, 137.3, 5.0, 1.0
14546.0, 1.0, 215.7, 165.0, 92.9, 5.0, 1.0
14547.0, 1.0, 220.2, 152.4, 84.7, 5.0, 1.0
14548.0, 1.0, 190.3, 98.0, 122.3, 5.0, 1.0
14549.0, 1.0, 210.3, 144.9, 77.9, 5.0, 1.0
14550.0, 1.0, 117.3, 52.0, 126.4, 5.0, 1.0
14551.0, 1.0, 82.2, 169.4, 108.7, 5.0, 1.0
14552.0, 1.0, 200.6, 139.0, 151.8, 5.0, 1.0
14553.0, 1.0, 196.2, 132.1, 148.7, 5.0, 1.0
14554.0, 1.0, 172.3, 192.8, 94.0, 5.0, 1.0
14555.0, 1.0, 120.0, 52.9, 114.3, 5.0, 1.0
14556.0, 1.0, 116.2, 64.0, 214.7, 5.0, 1.0
14557.0, 1.0, 155.8, 79.7, 123.8, 5.0, 1.0
14558.0, 1.0, 164.8, 83.0, 197.2, 5.0, 1.0
14559.0, 1.0, 83.2, 138.2, 113.7, 5.0, 1.0
14560.0, 1.0, 167.3, 176.0, 112.4, 5.0, 1.0
14561.0, 1.0, 77.3, 12.1, 76.1, 5.0, 1.0
14562.0, 1.0, 197.9, 124.2, 112.3, 5.0, 1.0
14563.0, 1.0, 198.0, 176.4, 143.3, 5.0, 1.0
14564.0, 1.0, 160.5, 99.3, 193.2, 5.0, 1.0
14565.0, 1.0, 170.0, 181.7, 111.2, 5.0, 1.0
14566.0, 1.0, 207.5, 132.0, 152.1, 5.0, 1.0
14567.0, 1.0, 17.2, 82.8, 93.8, 5.0, 1.0
14568.0, 1.0, 80.0, 6.3, 71.9, 5.0, 1.0
14569.0, 1.0, 155.1, 188.2, 139.7, 5.0, 1.0
14570.0, 1.0, 91.6, 172.2, 84.6, 5.0, 1.0
14571.0, 1.0, 95.0, 136.3, 93.2, 5.0, 1.0
14572.0, 1.0, 79.5, 183.9, 107.8, 5.0, 1.0
14573.0, 1.0, 197.6, 95.1, 131.4, 5.0, 1.0
14574.0, 1.0, 143.0, 217.5, 51.6, 5.0, 1.0
14575.0, 1.0, 115.7, 138.9, 238.7, 5.0, 1.0
14576.0, 1.0, 140.8, 198.8, 124.0, 5.0, 1.0
14577.0, 1.0, 149.5, 81.3, 165.4, 5.0, 1.0
14578.0, 1.0, 173.4, 176.3, 149.7, 5.0, 1.0
14579.0, 1.0, 177.2, 180.9, 158.7, 5.0, 1.0
14580.0, 1.0, 111.9, 83.2, 64.9, 5.0, 1.0
14581.0, 1.0, 112.7, 85.6, 118.6, 5.0, 1.0
14582.0, 1.0, 162.3, 197.3, 135.8, 5.0, 1.0
14583.0, 1.0, 90.9, 167.4, 177.4, 5.0, 1.0
14584.0, 1.0, 89.3, 158.4, 90.9, 5.0, 1.0
14585.0, 1.0, 23.4, 47.3, 144.7, 5.0, 1.0
14586.0, 1.0, 156.1, 170.0, 116.5, 5.0, 1.0
14587.0, 1.0, 83.4, 11.7, 107.2, 5.0, 1.0
14588.0, 1.0, 111.7, 34.4, 128.3, 5.0, 1.0
14589.0, 1.0, 100.3, 207.2, 108.7, 5.0, 1.0
14590.0, 1.0, 66.7, 40.2, 161.6, 5.0, 1.0
14591.0, 1.0, 68.5, 159.5, 96.1, 5.0, 1.0
14592.0, 1.0, 89.3, 168.3, 32.9, 5.0, 1.0
14593.0, 1.0, 117.1, 70.9, 186.0, 5.0, 1.0
14594.0, 1.0, 115.2, 66.1, 181.8, 5.0, 1.0
14595.0, 1.0, 108.1, 60.3, 183.9, 5.0, 1.0
14596.0, 1.0, 157.8, 71.8, 118.1, 5.0, 1.0
14597.0, 1.0, 164.8, 164.0, 108.2, 5.0, 1.0
14598.0, 1.0, 146.8, 151.4, 214.9, 5.0, 1.0
14599.0, 1.0, 108.7, 108.2, 58.9, 5.0, 1.0
14600.0, 1.0, 82.1, 174.9, 45.3, 5.0, 1.0
14601.0, 1.0, 78.4, 171.5, 49.5, 5.0, 1.0
14602.0, 1.0, 79.3, 178.5, 51.6, 5.0, 1.0
14603.0, 1.0, 205.8, 166.6, 138.1, 5.0, 1.0
14604.0, 1.0, 25.0, 75.6, 71.8, 5.0, 1.0
14605.0, 1.0, 100.4, 137.4, 58.6, 5.0, 1.0
14606.0, 1.0, 116.6, 219.6, 46.1, 5.0, 1.0
14607.0, 1.0, 77.7, 132.5, 207.8, 5.0, 1.0
14608.0, 1.0, 85.4, 28.4, 137.7, 5.0, 1.0
14609.0, 1.0, 148.0, 76.2, 176.9, 5.0, 1.0
14610.0, 1.0, 73.9, 136.5, 124.3, 5.0, 1.0
14611.0, 1.0, 96.1, 41.4, 170.7, 5.0, 1.0
14612.0, 1.0, 188.3, 187.6, 87.4, 5.0, 1.0
14613.0, 1.0, 23.4, 193.8, 38.6, 5.0, 1.0
14614.0, 1.0, 210.5, 163.7, 62.5, 5.0, 1.0
14615.0, 1.0, 190.4, 157.7, 135.3, 5.0, 1.0
14616.0, 1.0, 197.7, 155.9, 129.4, 5.0, 1.0
14617.0, 1.0, 84.4, 5.1, 75.4, 5.0, 1.0
14618.0, 1.0, 60.0, 32.0, 65.8, 5.0, 1.0
14619.0, 1.0, 186.5, 76.9, 87.4, 5.0, 1.0
14620.0, 1.0, 11.6, 102.1, 101.0, 5.0, 1.0
14621.0, 1.0, 11.1, 106.8, 104.6, 5.0, 1.0
14622.0, 1.0, 105.3, 32.3, 132.3, 5.0, 1.0
14623.0, 1.0, 139.0, 54.9, 150.9, 5.0, 1.0
14624.0, 1.0, 121.8, 43.7, 104.2, 5.0, 1.0
14625.0, 1.0, 79.2, 150.5, 164.8, 5.0, 1.0
14626.0, 1.0, 154.8, 100.8, 139.0, 5.0, 1.0
14627.0, 1.0, 159.9, 64.8, 139.5, 5.0, 1.0
14628.0, 1.0, 155.2, 93.0, 200.7, 5.0, 1.0
14629.0, 1.0, 89.7, 126.0, 107.2, 5.0, 1.0
14630.0, 1.0, 99.5, 30.6, 133.4, 5.0, 1.0
14631.0, 1.0, 126.3, 207.6, 58.3, 5.0, 1.0
14632.0, 1.0, 80.8, 102.9, 139.2, 5.0, 1.0
14633.0, 1.0, 143.9, 80.8, 142.5, 5.0, 1.0
14634.0, 1.0, 83.2, 113.9, 202.6, 5.0, 1.0
14635.0, 1.0, 93.0, 170.0, 55.3, 5.0, 1.0
14636.0, 1.0, 122.1, 63.9, 219.7, 5.0, 1.0
14637.0, 1.0, 94.5, 106.1, 127.8, 5.0, 1.0
14638.0, 1.0, 124.7, 171.1, 193.5, 5.0, 1.0
14639.0, 1.0, 87.8, 194.9, 92.6, 5.0, 1.0
14640.0, 1.0, 80.9, 162.4, 143.2, 5.0, 1.0
14641.0, 1.0, 164.0, 206.4, 112.5, 5.0, 1.0
14642.0, 1.0, 196.6, 102.5, 151.1, 5.0, 1.0
14643.0, 1.0, 82.3, 167.3, 125.1, 5.0, 1.0
14644.0, 1.0, 123.8, 51.8, 123.0, 5.0, 1.0
14645.0, 1.0, 78.1, 148.2, 206.1, 5.0, 1.0
